date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:48	17139/17139	---M--	200	added ('OK')	text/html	etag:%22689cde51-42f3%22	http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/)
22:44:48	18199/18199	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523c-4717%22	http://jenkaz.smallhost.pl/images/coi_common_ui_ic_coi_mobywatel_logo.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/coi_common_ui_ic_coi_mobywatel_logo.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/)
22:44:49	21934/21934	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523d-55ae%22	http://jenkaz.smallhost.pl/images/coi_common_ui_ic_mc_mobywatel_logo.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/coi_common_ui_ic_mc_mobywatel_logo.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/)
22:44:50	176864/176864	---M--	200	added ('OK')	font/ttf	etag:%22681d5240-2b2e0%22	http://jenkaz.smallhost.pl/images/roboto_medium_italic.ttf	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/roboto_medium_italic.ttf	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/)
22:44:58	142472/142472	---M--	200	added ('OK')	font/ttf	etag:%22681d523f-22c88%22	http://jenkaz.smallhost.pl/images/roboto_black.ttf	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/roboto_black.ttf	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/)
22:44:59	170760/170760	---M--	200	added ('OK')	font/ttf	etag:%22681d523f-29b08%22	http://jenkaz.smallhost.pl/images/roboto_bold.ttf	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/roboto_bold.ttf	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/)
22:44:59	9890/9890	---M--	404	error ('Not%20Found')	text/html	etag:%22664cd2ee-26a2%22	http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/chrome-extension_/dacdinoicboceafielngnmjjplncljhj/content.html	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/chrome-extension_/dacdinoicboceafielngnmjjplncljhj/content.html	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:44:59	854/854	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5239-356%22	http://jenkaz.smallhost.pl/images/ab013_notifications.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ab013_notifications.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:44:59	10796/10796	---M--	200	added ('OK')	text/html	etag:%22689cde51-2a2c%22	http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/documents.html	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/documents.html	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:00	20197/20197	---M--	200	added ('OK')	text/html	etag:%22689cde51-4ee5%22	http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:00	778/778	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523d-30a%22	http://jenkaz.smallhost.pl/images/coi_common_ui_ic_document_id.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/coi_common_ui_ic_document_id.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:01	111408/111408	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523c-1b330%22	http://jenkaz.smallhost.pl/images/CHANGE_IT_home_mid_card.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/CHANGE_IT_home_mid_card.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:02	233/233	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523e-e9%22	http://jenkaz.smallhost.pl/images/ic_arrow_forward_Dgray.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ic_arrow_forward_Dgray.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:02	19041/19041	---M--	200	added ('OK')	text/html	etag:%22689cde51-4a61%22	http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/services.html	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/services.html	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:03	2621/2621	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523e-a3d%22	http://jenkaz.smallhost.pl/images/da035_bezpiecznie_w_sieci.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/da035_bezpiecznie_w_sieci.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:04	890/890	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523d-37a%22	http://jenkaz.smallhost.pl/images/da008_zastrzez_pesel.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/da008_zastrzez_pesel.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:04	9638/9638	---M--	200	added ('OK')	image/png	etag:%22681d523b-25a6%22	http://jenkaz.smallhost.pl/images/auto.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/auto.png	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:04	1601/1601	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523e-641%22	http://jenkaz.smallhost.pl/images/da031_mbiznes.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/da031_mbiznes.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:04	1796/1796	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523d-704%22	http://jenkaz.smallhost.pl/images/da001_punkty_karne.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/da001_punkty_karne.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:04	1012/1012	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523e-3f4%22	http://jenkaz.smallhost.pl/images/da025_ticket.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/da025_ticket.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:05	375/375	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523b-177%22	http://jenkaz.smallhost.pl/images/b001_home.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/b001_home.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:05	694/694	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5239-2b6%22	http://jenkaz.smallhost.pl/images/ad005_framed_person.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ad005_framed_person.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:05	523/523	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5239-20b%22	http://jenkaz.smallhost.pl/images/ac001_services.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ac001_services.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:05	9059/9059	---M--	200	added ('OK')	text/html	etag:%22689cde51-2363%22	http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/qr.html	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/qr.html	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:05	1091/1091	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523a-443%22	http://jenkaz.smallhost.pl/images/ai001_scanner_qr.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ai001_scanner_qr.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:06	11945/11945	---M--	200	added ('OK')	text/html	etag:%22689cde51-2ea9%22	http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:06	492/492	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5239-1ec%22	http://jenkaz.smallhost.pl/images/ab010_more.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ab010_more.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:06	9890/9890	---M--	404	error ('Not%20Found')	text/html	etag:%22664cd2ee-26a2%22	http://jenkaz.smallhost.pl/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dashboard.html)
22:45:06	480/480	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5239-1e0%22	http://jenkaz.smallhost.pl/images/ab002_search_grey.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ab002_search_grey.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/documents.html)
22:45:07	233/233	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523e-e9%22	http://jenkaz.smallhost.pl/images/ic_arrow_forward_gray.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ic_arrow_forward_gray.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/documents.html)
22:45:07	804/804	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5239-324%22	http://jenkaz.smallhost.pl/images/ab001_home.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ab001_home.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/documents.html)
22:45:07	568/568	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523b-238%22	http://jenkaz.smallhost.pl/images/b002_framed_person.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/b002_framed_person.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/documents.html)
22:45:08	16821/16821	---M--	200	added ('OK')	text/css	etag:%22681d6321-41b5%22	http://jenkaz.smallhost.pl/dowod_files/main.css	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/main.css	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:08	6834/6834	---M--	200	added ('OK')	text/css	etag:%22681d522c-1ab2%22	http://jenkaz.smallhost.pl/css/dowodnowy.css	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/css/dowodnowy.css	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:09	33528/33528	---M--	200	added ('OK')	image/x-icon	etag:%22681d631e-82f8%22	http://jenkaz.smallhost.pl/dowod_files/favicon.ico	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/favicon.ico	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:09	2008/2008	---M--	200	added ('OK')	image/svg+xml	etag:%22681d6322-7d8%22	http://jenkaz.smallhost.pl/dowod_files/pozdro.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/pozdro.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:09	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/strona/code.jquery.com/jquery-3.6.0.min.js	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:10	2048/2048	---M--	200	added ('OK')	image/svg+xml	etag:%22681d6320-800%22	http://jenkaz.smallhost.pl/dowod_files/madziamojakotka123.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/madziamojakotka123.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:10	1040/1040	---M--	200	added ('OK')	image/svg+xml	etag:%22681d6321-410%22	http://jenkaz.smallhost.pl/dowod_files/normal_u391.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/normal_u391.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:11	448/448	---M--	200	added ('OK')	image/svg+xml	etag:%22681d6322-1c0%22	http://jenkaz.smallhost.pl/dowod_files/normal_u394.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/normal_u394.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:11	448/448	---M--	200	added ('OK')	image/svg+xml	etag:%22681d6321-1c0%22	http://jenkaz.smallhost.pl/dowod_files/normal_u393.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/normal_u393.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:11	1535/1535	---M--	200	added ('OK')	image/svg+xml	etag:%22681d6322-5ff%22	http://jenkaz.smallhost.pl/dowod_files/normal_u408.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/normal_u408.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:11	1056/1056	---M--	200	added ('OK')	application/javascript	etag:%22681d6324-420%22	http://jenkaz.smallhost.pl/dowod_files/timenew.js	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/timenew.js	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:13	1270/1270	---M--	200	added ('OK')	image/svg+xml	etag:%22681d631c-4f6%22	http://jenkaz.smallhost.pl/dowod_files/checkmark.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/checkmark.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:14	2651/2651	---M--	200	added ('OK')	image/png	etag:%22681d631c-a5b%22	http://jenkaz.smallhost.pl/dowod_files/checkbo.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/checkbo.png	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:14	2072/2072	---M--	200	added ('OK')	image/svg+xml	etag:%22681d631a-818%22	http://jenkaz.smallhost.pl/dowod_files/arrow.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/arrow.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:15	3094/3094	---M--	200	added ('OK')	image/png	etag:%22681d631b-c16%22	http://jenkaz.smallhost.pl/dowod_files/card.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/card.png	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:15	2072/2072	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523a-818%22	http://jenkaz.smallhost.pl/images/arrow1.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/arrow1.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:15	9890/9890	---M--	404	error ('Not%20Found')	text/html	etag:%22664cd2ee-26a2%22	http://jenkaz.smallhost.pl/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:16	3829/3829	---M--	200	added ('OK')	image/png	etag:%22681d6320-ef5%22	http://jenkaz.smallhost.pl/dowod_files/kosz.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/kosz.png	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:16	649/649	---M--	200	added ('OK')	application/javascript	etag:%22681d6322-289%22	http://jenkaz.smallhost.pl/dowod_files/rozwijka.js	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/rozwijka.js	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:17	798/798	---M--	200	added ('OK')	application/javascript	etag:%22681d6325-31e%22	http://jenkaz.smallhost.pl/dowod_files/wybor.js	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/wybor.js	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:17	704/704	---M--	200	added ('OK')	application/javascript	etag:%22681d6323-2c0%22	http://jenkaz.smallhost.pl/dowod_files/scale.js	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/scale.js	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/dowodnowy.html)
22:45:17	852/852	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523c-354%22	http://jenkaz.smallhost.pl/images/bon_energetyczny.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/bon_energetyczny.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/services.html)
22:45:19	8695/8695	---M--	200	added ('OK')	image/png	etag:%22681d5241-21f7%22	http://jenkaz.smallhost.pl/images/wybory.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/wybory.png	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/services.html)
22:45:21	8117/8117	---M--	200	added ('OK')	image/png	etag:%22681d523f-1fb5%22	http://jenkaz.smallhost.pl/images/recepta.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/recepta.png	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/services.html)
22:45:22	2635/2635	---M--	200	added ('OK')	image/png	etag:%22681d523f-a4b%22	http://jenkaz.smallhost.pl/images/powodz.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/powodz.png	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/services.html)
22:45:22	282/282	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523c-11a%22	http://jenkaz.smallhost.pl/images/b004_services.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/b004_services.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/services.html)
22:45:22	1153/1153	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523a-481%22	http://jenkaz.smallhost.pl/images/ai002_confirm_identity.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ai002_confirm_identity.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/qr.html)
22:45:23	1777/1777	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523a-6f1%22	http://jenkaz.smallhost.pl/images/ai003_check_document.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ai003_check_document.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/qr.html)
22:45:23	699/699	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523b-2bb%22	http://jenkaz.smallhost.pl/images/b003_scanner_qr.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/b003_scanner_qr.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/qr.html)
22:45:23	535/535	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523c-217%22	http://jenkaz.smallhost.pl/images/b005_more.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/b005_more.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html)
22:45:23	1048/1048	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5238-418%22	http://jenkaz.smallhost.pl/images/aa008_change_password.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/aa008_change_password.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html)
22:45:24	1999/1999	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5238-7cf%22	http://jenkaz.smallhost.pl/images/aa009_fingerprint.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/aa009_fingerprint.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html)
22:45:24	1026/1026	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523a-402%22	http://jenkaz.smallhost.pl/images/ag005_globe.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ag005_globe.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html)
22:45:24	1879/1879	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5239-757%22	http://jenkaz.smallhost.pl/images/ae001_published_certificate.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/ae001_published_certificate.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html)
22:45:24	519/519	---M--	200	added ('OK')	image/svg+xml	etag:%22681d5238-207%22	http://jenkaz.smallhost.pl/images/aa016_history.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/aa016_history.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html)
22:45:25	931/931	---M--	200	added ('OK')	image/svg+xml	etag:%22681d523d-3a3%22	http://jenkaz.smallhost.pl/images/coi_common_ui_ic_help.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/images/coi_common_ui_ic_help.svg	(from http://jenkaz.smallhost.pl/demObywatel_admin_IGOR_aByw6/more.html)
22:45:29	499224/499224	---M--	200	added ('OK')	image/svg+xml	etag:%22681d631d-79e18%22	http://jenkaz.smallhost.pl/dowod_files/dowodnowybg.svg	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/dowodnowybg.svg	(from http://jenkaz.smallhost.pl/css/dowodnowy.css)
22:46:12	252191/252191	---M--	200	added ('OK')	image/png	etag:%22681d6324-3d91f%22	http://jenkaz.smallhost.pl/dowod_files/warstwa_1.png	C:/My%20Web%20Sites/strona/jenkaz.smallhost.pl/dowod_files/warstwa_1.png	(from http://jenkaz.smallhost.pl/css/dowodnowy.css)
